City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,sinabang,2.4803,96.3801,29.92,69,100,0.17,ID,1682402095
365,madang,-5.2246,145.7966,29.23,72,57,3.56,PG,1682402095
366,mantua,45.1667,10.7833,12.81,80,92,3.13,IT,1682402096
367,arno,60.1167,18.6333,2.1,98,100,2.68,SE,1682402096
368,zhanaozen,43.3,52.8,24.24,18,100,13.64,KZ,1682402096
369,hemsby,52.6971,1.6918,4.12,70,72,6.4,GB,1682402096
370,yunmeng chengguanzhen,31.0625,113.7655,19.26,48,77,3.52,CN,1682402096
371,nellore,14.4333,79.9667,34.47,46,53,7.01,IN,1682402097
372,coro,11.4045,-69.6734,25.02,83,85,2.23,VE,1682402097
373,borogontsy,62.6683,131.1683,0.09,89,100,0.98,RU,1682402097
374,enewetak,11.3474,162.3373,25.35,89,100,6.55,MH,1682402097
375,ilha de mocambique,-15.0342,40.7358,24.32,84,10,6.77,MZ,1682402098
376,zapala,-38.8992,-70.0544,10.22,49,89,2.68,AR,1682402098
377,guerrero negro,27.9769,-114.0611,14.78,82,16,5.18,MX,1682402098
378,gurupi,-11.7292,-49.0686,22.98,71,91,1.48,BR,1682402098
379,huayin,34.5675,110.0921,20.0,46,1,3.88,CN,1682402099
380,bisbee,31.4482,-109.9284,17.07,35,0,3.09,US,1682402099
381,malabar,-33.9667,151.25,24.54,62,20,5.66,AU,1682402099
382,sol'tsy,58.1239,30.3238,14.3,58,63,3.88,RU,1682402099
383,new norfolk,-42.7826,147.0587,21.72,50,98,2.68,AU,1682402099
384,klaksvik,62.2266,-6.589,0.51,64,100,10.05,FO,1682402100
385,kone,-21.0595,164.8658,25.44,78,83,2.36,NC,1682402100
386,majuro,7.0897,171.3803,25.98,89,100,2.57,MH,1682402100
387,barra,-11.0894,-43.1417,23.14,66,44,2.96,BR,1682402101
388,namsos,64.4662,11.4957,1.03,93,75,4.12,NO,1682402101
389,wankaner,22.6167,70.9333,34.34,16,90,3.6,IN,1682402101
390,palmer,42.1584,-72.3287,6.72,85,0,1.54,US,1682401860
391,mawlamyinegyunn,16.3833,95.2667,39.8,25,18,2.22,MM,1682402102
392,santa cruz,-17.8,-63.1667,20.7,83,75,7.72,BO,1682402102
393,tlahualilo de zaragoza,26.1167,-103.45,20.66,37,6,1.47,MX,1682402103
394,byron bay,-28.65,153.6167,20.39,69,64,5.88,AU,1682402103
395,ponta delgada,37.7333,-25.6667,17.4,100,75,3.09,PT,1682402103
396,nsanje,-16.92,35.262,22.71,75,50,0.39,MW,1682402103
397,aktau,43.65,51.2,24.32,26,100,12.2,KZ,1682402104
398,kingscliff,-28.2667,153.5667,22.09,88,75,4.12,AU,1682402104
399,tazacorte,28.629,-17.9293,17.54,79,0,4.63,ES,1682402104
400,ambalangoda,6.2355,80.0538,30.96,66,83,3.2,LK,1682402105
401,colonia,50.9333,6.95,7.76,83,75,4.63,DE,1682402073
402,kendari,-3.945,122.4989,29.4,74,21,2.63,ID,1682402105
403,champerico,14.3,-91.9167,27.64,72,83,2.72,GT,1682402106
404,dudinka,69.4058,86.1778,3.68,85,89,5.27,RU,1682402106
405,pacasmayo,-7.4006,-79.5714,24.08,80,95,3.71,PE,1682402106
406,westport,41.1415,-73.3579,9.99,69,0,2.57,US,1682401952
407,vershino-darasunskiy,52.35,115.5167,4.03,20,100,2.48,RU,1682402107
408,antofagasta,-23.65,-70.4,15.6,79,25,3.76,CL,1682402107
409,kruisfontein,-34.0033,24.7314,17.16,84,100,0.61,ZA,1682402107
410,lincoln city,44.9582,-124.0179,7.85,91,31,0.45,US,1682402108
411,airuk,7.2772,168.8203,25.99,85,100,4.72,MH,1682402108
412,paoy paet,13.6561,102.5625,39.2,30,100,1.92,KH,1682402108
413,prince rupert,54.3161,-130.3201,6.83,90,100,9.77,CA,1682401887
414,peruibe,-24.32,-46.9983,19.18,92,19,1.62,BR,1682402109
415,praia,14.9215,-23.5087,22.3,73,20,5.66,CV,1682402109
416,nizhnekamsk,55.6366,51.8245,17.44,36,0,4.0,RU,1682402110
417,arrifes,37.7667,-25.7,16.14,100,75,3.09,PT,1682402110
418,gagliano del capo,39.8442,18.3695,16.56,75,68,2.28,IT,1682402110
419,viedma,-40.8135,-62.9967,14.56,67,0,5.0,AR,1682402111
420,pacific grove,36.6177,-121.9166,11.4,86,100,2.57,US,1682402062
421,sasovo,54.3537,41.9199,14.01,60,93,3.07,RU,1682402111
422,mendota,36.7536,-120.3816,16.85,47,9,3.65,US,1682402111
423,corsicana,32.0954,-96.4689,17.01,69,75,7.2,US,1682402112
424,sosnovka,56.255,51.2842,17.68,43,30,3.05,RU,1682402112
425,touros,-5.1989,-35.4608,24.13,93,39,4.54,BR,1682402112
426,kainantu,-6.2887,145.8655,20.3,89,72,1.07,PG,1682402113
427,sola,-13.8833,167.55,27.65,75,47,5.5,VU,1682402113
428,abra pampa,-22.7205,-65.697,6.58,27,0,1.64,AR,1682402113
429,nishinoomote,30.7333,131.0,22.31,83,75,8.23,JP,1682402113
430,la passe,45.5549,-0.8967,10.55,92,100,1.82,FR,1682402114
431,palopo,-2.9996,120.1921,28.99,68,97,2.4,ID,1682402114
432,degtyarsk,56.704,60.0879,19.24,41,4,4.97,RU,1682402114
433,codrington,-38.2667,141.9667,23.84,46,93,1.13,AU,1682402114
434,vorkuta,67.5,64.0,-6.66,91,84,2.06,RU,1682402115
435,portland,45.5234,-122.6762,11.12,78,100,2.57,US,1682401627
436,detroit lakes,46.8172,-95.8453,-1.25,87,75,0.0,US,1682402051
437,al qubbah,32.7616,22.2424,14.74,67,0,2.37,LY,1682402116
438,moroni,-11.7022,43.2551,27.75,76,20,5.38,KM,1682402116
439,thunder bay,48.4001,-89.3168,1.99,60,100,0.0,CA,1682401898
440,jiwani,25.05,61.7417,27.56,55,100,2.63,PK,1682402117
441,okakarara,-20.5833,17.4333,15.83,72,56,3.1,NA,1682402117
442,karasuk,53.7377,78.0403,7.92,30,71,5.59,RU,1682402117
443,ayr,55.4627,-4.6339,0.28,86,75,0.0,GB,1682402117
444,susuman,62.7833,148.1667,-0.79,71,79,5.58,RU,1682402117
445,nkoteng,4.5167,12.0333,20.57,99,100,1.85,CM,1682402118
446,pariaman,-0.619,100.12,30.03,90,100,1.04,ID,1682402118
447,castillos,-34.1667,-53.8333,17.1,94,56,2.64,UY,1682402118
448,horta,38.5333,-28.6333,17.23,96,83,5.81,PT,1682402118
449,axim,4.8699,-2.2405,26.42,85,91,0.14,GH,1682402119
450,pindushi,62.9152,34.58,2.45,86,84,2.02,RU,1682402119
451,cockburn town,21.4612,-71.1419,25.24,74,20,4.4,TC,1682402120
452,portel,-1.9356,-50.8211,23.0,97,100,0.92,BR,1682402120
453,ciudad rodrigo,40.6,-6.5333,9.32,86,100,0.48,ES,1682402120
454,swakopmund,-22.6833,14.5333,14.99,88,2,0.45,NA,1682402120
455,amontada,-3.3617,-39.8317,22.17,94,38,0.88,BR,1682402121
456,christchurch,-43.5333,172.6333,19.11,37,5,5.66,NZ,1682401984
457,ellsworth,44.5434,-68.4195,6.05,93,100,2.06,US,1682402055
458,mana,5.6592,-53.7767,23.89,93,100,2.53,GF,1682402121
459,sao joao da barra,-21.6403,-41.0511,20.32,91,47,3.08,BR,1682402122
460,moyynkum,44.2914,72.9469,19.87,30,0,8.75,KZ,1682402122
461,amboise,47.4125,0.9827,6.3,94,0,2.57,FR,1682402122
462,altai,46.3722,96.2583,8.38,25,71,11.92,MN,1682402123
463,tanjungbalai,2.9667,99.8,31.42,60,100,2.86,ID,1682402123
464,sergach,55.5308,45.4661,16.26,49,85,3.48,RU,1682402123
465,shivpuri,25.4333,77.65,31.72,22,58,3.95,IN,1682402123
466,orapa,-21.2833,25.3667,22.01,46,1,3.98,BW,1682402124
467,merowe,18.4833,31.8167,33.58,25,70,8.86,SD,1682402124
468,arkhipo-osipovka,44.37,38.52,10.6,91,99,4.97,RU,1682402125
469,hobyo,5.3505,48.5268,29.98,66,70,3.8,SO,1682402125
470,sao desiderio,-12.3633,-44.9733,19.78,81,40,2.02,BR,1682402125
471,kujama,10.4542,7.6368,24.25,59,100,0.4,NG,1682402126
472,suva,-18.1416,178.4415,27.71,69,75,2.57,FJ,1682401887
473,petukhovo,55.0692,67.9019,18.14,38,31,5.2,RU,1682402126
474,talghar,43.3044,77.2328,15.03,55,40,4.0,KZ,1682402127
475,mataundh,25.45,80.15,33.47,22,65,3.87,IN,1682402127
476,saguenay,48.4168,-71.0657,3.93,80,100,5.36,CA,1682402010
477,north platte,41.1239,-100.7654,7.94,79,0,5.36,US,1682402128
478,bairnsdale,-37.8333,147.6167,25.03,48,29,0.45,AU,1682402128
479,griffith,41.5284,-87.4237,7.96,67,100,0.0,US,1682402129
480,nizhnevartovsk,60.9344,76.5531,1.01,47,0,5.0,RU,1682402129
481,arfoud,31.4348,-4.2375,21.16,26,37,1.16,MA,1682402129
482,yarmouth,41.7057,-70.2286,9.03,94,100,1.54,US,1682402130
483,zhaotong,27.3167,103.7167,13.79,54,98,3.96,CN,1682402130
484,demidov,55.2706,31.515,13.14,60,10,3.5,RU,1682402130
485,telerghma,36.1165,6.3543,9.67,62,46,1.3,DZ,1682402131
486,brisas de zicatela,15.8369,-97.0419,26.2,78,10,2.48,MX,1682402131
487,mollendo,-17.0231,-72.0147,19.73,90,36,3.33,PE,1682402131
488,pampas,-12.4,-74.9,9.66,89,96,0.85,PE,1682402132
489,naracoorte,-36.9579,140.7383,25.21,34,59,2.44,AU,1682402132
490,mount isa,-20.7333,139.5,30.87,30,40,3.6,AU,1682402132
491,bargteheide,53.7333,10.2667,5.75,83,100,1.79,DE,1682402133
492,gloucester,51.8657,-2.2431,3.18,93,4,1.71,GB,1682402133
493,andorra,42.5,1.5,12.1,75,100,1.49,AD,1682402133
494,lorengau,-2.0226,147.2712,28.25,79,100,2.36,PG,1682402133
495,tangalle,6.024,80.7911,33.09,64,98,2.54,LK,1682402134
496,hanover,52.3705,9.7332,7.33,85,20,4.63,DE,1682402134
497,votkinsk,57.0486,53.9872,18.21,42,0,4.74,RU,1682402134
498,tapa,59.2606,25.9586,13.21,65,87,3.86,EE,1682402135
499,taco pozo,-25.6167,-63.2833,14.54,94,63,0.94,AR,1682402135
500,port-vila,-17.7338,168.3219,27.78,74,40,4.63,VU,1682402135
501,bestobe,52.4994,73.0975,17.68,35,89,8.76,KZ,1682402135
502,gudauta,43.1055,40.6207,12.8,86,97,1.9,GE,1682402135
503,crane,31.3974,-102.3501,13.96,81,10,10.19,US,1682402136
504,dzuunharaa,48.8523,106.4579,12.55,21,68,6.94,MN,1682402136
505,murun-kuren,49.6342,100.1625,13.8,17,87,6.62,MN,1682402136
506,mimizan,44.2006,-1.2289,16.08,97,100,2.16,FR,1682402136
507,carutapera,-1.195,-46.02,23.88,94,100,1.94,BR,1682402137
508,jayapura,-2.5333,140.7,31.66,76,42,2.84,ID,1682402137
509,forster,-32.1667,152.5167,21.75,58,37,0.89,AU,1682402137
510,aldinga beach,-35.2793,138.4604,29.12,50,98,0.78,AU,1682402137
511,greenville,35.6127,-77.3663,8.97,91,0,0.0,US,1682401848
512,luderitz,-26.6481,15.1594,17.34,77,27,4.42,NA,1682402138
513,borshchiv,48.8033,26.0435,8.91,82,100,4.19,UA,1682402138
514,quesnel,52.9999,-122.5029,6.28,81,20,1.54,CA,1682402138
515,greymouth,-42.4667,171.2,13.33,85,91,5.25,NZ,1682402139
516,paracuru,-3.41,-39.0306,25.62,87,88,2.48,BR,1682402139
517,itaituba,-4.2761,-55.9836,21.95,99,85,0.54,BR,1682402139
518,farafangana,-22.8167,47.8333,24.26,80,24,4.39,MG,1682402139
519,guangyuan,32.442,105.823,21.99,43,21,2.67,CN,1682402139
520,peace river,56.2501,-117.286,6.17,87,75,1.54,CA,1682401881
521,ciudad bolivar,8.1222,-63.5497,25.97,82,85,4.27,VE,1682402140
522,natal,-5.795,-35.2094,24.36,94,20,2.57,BR,1682401860
523,vanimo,-2.6741,141.3028,29.04,74,37,2.83,PG,1682402140
524,beberibe,-4.1797,-38.1306,24.39,88,80,3.01,BR,1682402140
525,longford,53.7333,-7.8,-0.29,86,2,1.46,IE,1682402141
526,novodvinsk,64.4165,40.8122,-0.14,84,63,2.07,RU,1682402141
527,treinta y tres,-33.2333,-54.3833,15.77,95,97,3.07,UY,1682402141
528,puerto real,36.5282,-6.1901,15.34,77,0,1.54,ES,1682402141
529,noumea,-22.2763,166.4572,26.11,99,99,6.87,NC,1682401990
530,sabha,27.0377,14.4283,20.55,44,2,6.57,LY,1682402142
531,guadalupe y calvo,26.1,-106.9667,5.19,67,35,1.9,MX,1682402142
532,thinadhoo,0.5333,72.9333,29.45,70,99,4.94,MV,1682402142
533,san luis,-33.295,-66.3356,13.81,74,29,3.81,AR,1682402143
534,richards bay,-28.783,32.0377,21.95,74,99,1.85,ZA,1682402143
535,le port,-20.9373,55.2919,26.61,94,72,3.13,RE,1682401914
536,hancheng,32.5186,112.3522,21.62,39,64,4.65,CN,1682402143
537,ostersund,63.1792,14.6357,-2.75,100,100,3.09,SE,1682402144
538,san fernando,15.0286,120.6898,35.85,36,24,5.43,PH,1682402144
539,tateyama,34.9833,139.8667,16.52,54,51,6.59,JP,1682402144
540,salalah,17.0151,54.0924,30.05,62,0,1.54,OM,1682402144
541,amga,60.8953,131.9608,0.36,83,100,2.09,RU,1682402144
542,krasnogorskiy,54.6025,61.231,18.97,34,0,4.57,RU,1682402145
543,sanibel,26.449,-82.0223,22.23,87,39,1.79,US,1682402145
544,jamaame,0.0697,42.745,27.12,80,100,2.23,SO,1682402145
545,kuala tungkal,-0.8167,103.4667,30.19,63,98,1.41,ID,1682402145
546,spassk-dal'niy,44.5978,132.8211,12.26,52,100,11.06,RU,1682402146
547,namibe,-15.1961,12.1522,23.78,70,92,2.24,AO,1682402146
548,manapparai,10.6,78.4167,25.48,50,97,3.76,IN,1682402146
549,fuling,29.7022,107.3919,17.79,67,96,1.34,CN,1682402146
550,karabaglar,38.374,27.1352,12.35,82,40,2.06,TR,1682402147
551,pangody,65.85,74.4859,-2.5,80,79,7.43,RU,1682402147
552,nizhnyaya tavda,57.6731,66.1725,16.46,49,26,4.93,RU,1682402147
